timestamp,x,y,z,roll,pitch,yaw,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd,target_x,target_y,target_z,target_yaw,pos_error,yaw_error
1777305185.789187,1.184505,1.197316,0.787015,0.045214,0.001498,-1.483677,1.247602,-1.372200,1.372200,0.792100,0.000000,0.000000,2.000000,0.000000,2.075561,1.483677
0.084309,1.185062,1.198302,0.828429,0.049379,0.027081,-1.478976,1.210638,-1.372200,1.372200,0.792100,0.000000,0.000000,2.000000,0.000000,2.052529,1.478976
0.100830,1.182482,1.194740,0.872586,0.107664,-0.035056,-1.434992,1.097617,-1.372200,1.372200,0.792100,0.000000,0.000000,2.000000,0.000000,2.024038,1.434992
0.103764,1.173801,1.182632,0.926693,0.163847,-0.090862,-1.357425,0.899571,-1.372200,1.372200,0.792100,0.000000,0.000000,2.000000,0.000000,1.982023,1.357425
0.096819,1.156233,1.157514,0.994051,0.196650,-0.115052,-1.309435,0.687553,-1.306057,1.372200,0.792100,0.000000,0.000000,2.000000,0.000000,1.920585,1.309435
0.110203,1.123506,1.111363,1.083422,0.191377,-0.092353,-1.254158,0.453869,-1.121579,1.372200,0.792100,0.000000,0.000000,2.000000,0.000000,1.826885,1.254158
0.099287,1.080282,1.053220,1.178352,0.186697,-0.105138,-1.212667,0.248643,-0.871500,1.271625,0.792100,0.000000,0.000000,2.000000,0.000000,1.717960,1.212667
0.103106,1.036800,0.997363,1.262626,0.156086,-0.113395,-1.153570,0.197619,-0.849502,1.162214,0.792100,0.000000,0.000000,2.000000,0.000000,1.616604,1.153570
0.088292,0.964946,0.909126,1.388437,0.156267,-0.148252,-1.119286,-0.142178,-0.150643,0.609911,0.792100,0.000000,0.000000,2.000000,0.000000,1.460014,1.119286
0.108146,0.878662,0.811412,1.520594,0.089941,-0.103520,-1.054290,-0.116543,-0.073195,0.431312,0.792100,0.000000,0.000000,2.000000,0.000000,1.288513,1.054290
0.100558,0.794091,0.721820,1.639180,0.023419,-0.050597,-1.022512,-0.118213,0.091925,0.204541,0.792100,0.000000,0.000000,2.000000,0.000000,1.132164,1.022512
0.099119,0.708288,0.636127,1.747660,-0.047873,0.021313,-0.964289,-0.097591,0.233594,0.018925,0.792100,0.000000,0.000000,2.000000,0.000000,0.984888,0.964289
0.096179,0.633725,0.565593,1.832811,-0.066109,0.063192,-0.918986,-0.045567,0.185760,-0.058737,0.792100,0.000000,0.000000,2.000000,0.000000,0.865711,0.918986
