timestamp,x,y,z,roll,pitch,yaw,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd,target_x,target_y,target_z,target_yaw,pos_error,yaw_error,vel_est_x,vel_est_y,vel_est_z
1777990137859.000000,-1.038719,-0.924100,2.249173,0.114081,0.057879,-0.079057,0.835242,-0.871986,2.219100,-0.860000,-1.000000,-1.000000,3.000000,-1.500000,0.755646,1.420943,-0.166137,-0.050148,0.098196
1777990137901.000000,-1.057747,-0.935215,2.264811,0.116283,0.091756,-0.105193,2.219100,1.612867,2.219100,-0.860000,-1.000000,-1.000000,3.000000,-1.500000,0.740293,1.394807,-0.422764,-0.310734,0.372337
1777990137999.000000,-1.067112,-0.951759,2.280183,0.112459,0.094949,-0.123962,0.058785,-0.438508,2.219100,-0.860000,-1.000000,-1.000000,3.000000,-1.500000,0.724547,1.376038,-0.073951,-0.179343,0.156851
1777990138161.000000,-1.068600,-0.962573,2.289050,0.100899,0.089145,-0.134463,0.524828,-0.650874,2.219100,-0.860000,-1.000000,-1.000000,3.000000,-1.500000,0.715232,1.365537,-0.000151,-0.067382,0.054737
1777990138202.000000,-1.062116,-0.999468,2.316942,0.060577,0.045885,-0.172086,-2.157754,2.219100,2.219100,-0.860000,-1.000000,-1.000000,3.000000,-1.500000,0.685877,1.327914,0.309890,-0.859494,0.680290
1777990138302.000000,-1.051963,-1.025882,2.335672,0.055986,0.020497,-0.206052,0.117882,-0.539795,2.219100,-0.860000,-1.000000,-1.000000,3.000000,-1.500000,0.666859,1.293948,0.153425,-0.237786,0.187304
1777990138402.000000,-1.040630,-1.050267,2.355436,0.001862,-0.006936,-0.239483,-0.494034,0.929819,2.219100,-0.860000,-1.000000,-1.000000,3.000000,-1.500000,0.647797,1.260517,0.167936,-0.210000,0.197635
1777990138502.000000,-1.029804,-1.072401,2.375089,-0.009345,-0.015104,-0.278092,-0.626549,1.060405,2.219100,-0.860000,-1.000000,-1.000000,3.000000,-1.500000,0.629797,1.221908,0.164869,-0.183121,0.196527
1777990138601.000000,-1.021990,-1.088131,2.395835,-0.028288,-0.026414,-0.313419,-0.528657,0.946144,2.219100,-0.860000,-1.000000,-1.000000,3.000000,-1.500000,0.610955,1.186581,0.124064,-0.126810,0.209560
1777990138701.000000,-1.017764,-1.095788,2.417079,-0.062878,-0.032366,-0.346972,-0.356937,0.752241,2.219100,-0.860000,-1.000000,-1.000000,3.000000,-1.500000,0.591006,1.153028,0.065785,-0.057638,0.212438
