t,u,y,cross1,cross2
2.9875,0.3,0.35462817549705505,-7.53652527903189e-17,0.0025969066191464663
2.9916666666666667,0.3,0.3547903299331665,-7.530613915502341e-17,0.002597962273284793
2.995833333333333,0.3,0.35495033860206604,-7.536459766327376e-17,0.0025990153662860394
3.0,0.3,0.35510823130607605,-7.55413893212335e-17,0.0026000661309808493
3.0041666666666664,0.3,0.35526400804519653,-7.582703794780521e-17,0.002601114334538579
3.0083333333333333,0.3,0.3554176688194275,-7.620742853301629e-17,0.0026021599769592285
3.0125,0.3,0.3555692136287689,-7.666288741317779e-17,0.0026032032910734415
3.0166666666666666,0.3,0.3557186722755432,-7.718963602725156e-17,0.0026042438112199306
3.0208333333333335,0.3,0.355866014957428,-7.778956034703422e-17,0.002605281537398696
3.025,0.3,0.3560112714767456,-7.843943975837018e-17,0.0026063169352710247
3.029166666666667,0.3,0.3561544418334961,-7.914127272961937e-17,0.0026073495391756296
3.033333333333333,0.3,0.35629555583000183,-7.987547162387654e-17,0.0026083793491125107
3.0375,0.3,0.35643455386161804,-8.063382419202025e-17,0.0026094065979123116
3.0416666666666665,0.3,0.3565715253353119,-8.139682882392897e-17,0.0026104310527443886
3.0458333333333334,0.3,0.3567064106464386,-8.215631959259556e-17,0.0026114529464393854
3.05,0.3,0.35683923959732056,-8.292052859947615e-17,0.0026124718133360147
3.0541666666666667,0.3,0.35697001218795776,-8.369723795977364e-17,0.0026134878862649202
3.058333333333333,0.3,0.3570987582206726,-8.445776104984469e-17,0.002614501165226102
3.0625,0.3,0.3572254478931427,-8.519294594339202e-17,0.0026155116502195597
3.0666666666666664,0.3,0.35735011100769043,-8.590142944676614e-17,0.0026165193412452936
3.0708333333333333,0.3,0.3574727475643158,-8.659620160430658e-17,0.0026175237726420164
3.075,0.3,0.3575933575630188,-8.729898087017653e-17,0.002618525642901659
3.0791666666666666,0.3,0.3577119708061218,-8.80205867667882e-17,0.002619524486362934
3.0833333333333335,0.3,0.3578285574913025,-8.878773391920457e-17,0.0026205203030258417
3.0875,0.3,0.3579431474208832,-8.961072568913563e-17,0.002621513092890382
3.091666666666667,0.3,0.3580557405948639,-9.050335944919876e-17,0.0026225028559565544
3.095833333333333,0.3,0.35816633701324463,-9.145993096188978e-17,0.0026234895922243595
3.1,0.3,0.3582749664783478,-9.248855983210152e-17,0.002624473301693797
3.1041666666666665,0.3,0.35838159918785095,-9.360762932176736e-17,0.002625453984364867
3.1083333333333334,0.3,0.35848626494407654,-9.482873981179774e-17,0.00262643164023757
