time,command,measured,model,cross1,cross2,yaw
2.516,0.3,0.28931906819343567,0.012942874077725718,9.032712365661066e-17,0.0024140519089996815,-3.4616059455260204e-19
2.517,0.3,0.2893320322036743,0.012942874077725718,9.038963204114007e-17,0.0024138770531862974,-2.2240356015238703e-19
2.5180000000000002,0.3,0.2893449068069458,0.012942874077725718,9.046127911707696e-17,0.002413702430203557,-9.866684958634447e-20
2.519,0.3,0.2893576920032501,0.012942874077725718,9.054663092140263e-17,0.0024135278072208166,4.089241704306276e-20
2.52,0.3,0.28937041759490967,0.012942874077725718,9.064107509502148e-17,0.00241335341706872,1.8042872585477628e-19
2.521,0.3,0.28938305377960205,0.012942874077725718,9.074460502048862e-17,0.0024131787940859795,3.1994208097110164e-19
2.5220000000000002,0.3,0.28939560055732727,0.012942874077725718,9.085718761057954e-17,0.0024130044039338827,4.594324865806247e-19
2.523,0.3,0.2894080579280853,0.012942874077725718,9.097881624784934e-17,0.0024128302466124296,5.988999467156e-19
2.524,0.3,0.2894204556941986,0.012942874077725718,9.110947769740821e-17,0.002412655856460333,7.383444652516757e-19
2.525,0.3,0.2894327640533447,0.012942874077725718,9.124455298271567e-17,0.0024124816991388798,8.619231682558047e-19
2.5260000000000002,0.3,0.28944501280784607,0.012942874077725718,9.13932138824037e-17,0.0024123075418174267,1.0013244571164319e-18
2.527,0.3,0.28945717215538025,0.012942874077725718,9.15554339266927e-17,0.0024121333844959736,1.1565456944521508e-18
2.528,0.3,0.28946924209594727,0.012942874077725718,9.173117341091327e-17,0.002411959460005164,1.3275842433706535e-18
2.529,0.3,0.2894812226295471,0.012942874077725718,9.191587291552901e-17,0.0024117855355143547,1.4985945882095423e-18
2.5300000000000002,0.3,0.2894931435585022,0.012942874077725718,9.210490022910963e-17,0.0024116116110235453,1.6537338543176532e-18
2.531,0.3,0.2895049750804901,0.012942874077725718,9.230281477119151e-17,0.002411437686532736,1.8088475670771912e-18
